id,url,entry_date,title,felt,elapsed_time,distance_in_miles,distance_in_km,description,effort_outof_5,gear,weather,calories,pace_per_mile,pace_per_km
8760166,http://www.dailymile.com/entries/8760166,2011-07-31 14:24:50,San Felasco trails outer loop barefoot,great,01:01:00,7.4000,11.9000,"Wow, seems like a really long time since I ran on the trails of San Felasco.  Did Blue plus Yellow outer loop barefoot.  Even though I turned into a wet soggy mess, I never felt too hot.  The heat acclimation run (long sleeves and pants) seems to be working to make a normal run like today feel nice and cool.",2,Barefoot,,739,00:08:14.594595,00:05:07.563025
8818101,http://www.dailymile.com/entries/8818101,2011-08-02 23:32:36,Glen Springs Rd. Loop,alright,00:57:01,6.1600,9.9000,I survived another heat acclimation run.,1,VFF Bikila,,691,00:09:15.357143,00:05:45.555556
8875026,http://www.dailymile.com/entries/8875026,2011-08-05 11:48:04,Brywood to NW 31st Blvd (Glen Springs Rd) out and back,good,00:35:17,4.0476,6.5000,A nice morning for a barefoot run.,1,Barefoot,,424,00:08:43.025991,00:05:25.692308
12847348,http://www.dailymile.com/entries/12847348,2012-02-12 12:57:49,Brywood hills,injured,00:37:28,3.5791,5.8000,Had to walk a few times when the foot/ankle thing started hurting.,2,Altra Instinct Black,,448,00:10:28.090861,00:06:27.586207
8886463,http://www.dailymile.com/entries/8886463,2011-08-05 23:13:12,no sidewalks,good,01:23:00,8.8100,14.2000,"Part 2 of a double. My brain and body seemed to remember the ""run light"" pattern from this morning's barefoot run so I felt good in my cushioned Altra Instincts.  Still hot out there but the breeze helped.",1,Altra Instinct,hot,1006,00:09:25.266742,00:05:50.704225
9069633,http://www.dailymile.com/entries/9069633,2011-08-12 04:00:00,Blue Ridge Mountains Tanawha Trail,good,02:19:58,11.4000,18.4000,Awesome difficult trail running in the Blue Ridge Mountains.  Got on the Tanawha Trail at the Cold Prong parking area and ran uphill to the boardwalk at Rough Ridge.  The trails were rooty and rocky and beautiful.  Didn't see another human except for the guy who convinced me (thank you!) to continue on up the trail to Rough Ridge.  The views of Grandfather Mountain and the surrounding area were spectacular.  Soft Star RunAmoc DASH with trail sole were awesome for this run.  The trail sole had plenty of protection from the roots and traction was great on the rounded boulders of the Appalachians.  According to my watch I was actually 10 minutes slower on the way down than the way up.  I did not run with GPS but according to this site I believe the elevation of my run ranged from 3600 feet - 4600 feet.  http://b-fick.com/gps/2008/tanawha-trail,3,RunAmoc DASH Smooth,,1685,00:12:16.666667,00:07:36.413043
9095919,http://www.dailymile.com/entries/9095919,2011-08-15 16:46:37,San Felasco blue loop,blah,00:51:00,4.8000,7.7000,"Mid-day trail run.  Was planning to do a whole lot more but some muscles are still complaining about last week's mountain running. Sore muscles combined with the heat, I decided to call it quits.",1,RunAmoc DASH Smooth,,618,00:10:37.5,00:06:37.402597
9162731,http://www.dailymile.com/entries/9162731,2011-08-17 01:28:00,barefoot night run,good,00:34:35,4.0000,6.4000,"Included two passes over my ""favorite"" barefoot coaching surface (perhaps ""terribly effective"" is a better choice of words).",2,Barefoot,,412,00:08:38.75,00:05:24.21875
9211275,http://www.dailymile.com/entries/9211275,2011-08-19 02:00:54,First run in Moc3,good,00:48:52,5.9200,9.5000,"Dare I say it? The best minimalist shoe yet?  Ok ok, too early to tell after just one run... but I very much enjoyed the Moc3.  Closest to barefoot of any of my minimalist shoes (this includes huarache sandals and VFF Bikila).  Able to easily feel the ground and maintain my barefoot running form.  No cushion, just some protection.  Great forefoot shape and fit.  No silly toe pockets.  Happy with this shoe.",3,Soft Star Moc3,,582,00:08:15.27027,00:05:08.631579
9237487,http://www.dailymile.com/entries/9237487,2011-08-20 14:05:50,no sidewalks,alright,01:25:20,9.0000,14.5000,"I was a bit stiff and sore in the ankles at first, pretty typical of days when I roll out of bed and head out the door.  Wore my new Soft Star Moc3s again. Good stuff.",1,Soft Star Moc3,,1030,00:09:28.888889,00:05:53.103448
9272325,http://www.dailymile.com/entries/9272325,2011-08-22 02:02:06,University Ave 6mi loop,good,00:48:44,6.2400,10.0000,Cruising along at Moc3...,3,Soft Star Moc3,,582,00:07:48.589744,00:04:52.4
9294673,http://www.dailymile.com/entries/9294673,2011-08-23 01:03:16,Nice little barefoot run.,good,00:39:53,4.0000,6.4000,Nice little barefoot run.,2,Barefoot,,473,00:09:58.25,00:06:13.90625
9557928,http://www.dailymile.com/entries/9557928,2011-09-02 10:15:20,early morning,alright,01:14:30,7.3200,11.8000,Moc3 morning run.,1,Soft Star Moc3,,897,00:10:10.655738,00:06:18.813559
9584056,http://www.dailymile.com/entries/9584056,2011-09-03 17:06:09,barefoot at noon,good,00:51:10,5.7200,9.2000,Hot. Barefoot. Breezy. Good.  The new boardwalks in Ring Park are really nice.,1,Barefoot,,618,00:08:56.713287,00:05:33.695652
9597198,http://www.dailymile.com/entries/9597198,2011-09-04 14:04:51,San Felasco outer loop,alright,01:30:00,7.4000,11.9000,Foiled by foot fail.  Blister on the inside of the big toe.,2,Soft Star Moc3,,1091,00:12:09.72973,00:07:33.781513
9628478,http://www.dailymile.com/entries/9628478,2011-09-05 21:58:31,Stadium Stairs at the Swamp,,01:18:49,4.5000,7.2000,"Round trip to from stadium and 8 x stadium stairs.  Had a nice rainshower about halfway through to cool me off.  I think I'm ready to declare my Altra Instincts officially dead.  Disappointing cushion durability, but right now I'm leaning towards buying another pair.",1,Altra Instinct,,946,00:17:30.888889,00:10:56.805556
9659069,http://www.dailymile.com/entries/9659069,2011-09-07 03:25:09,long beautiful night run in Moc3,good,02:04:34,13.7400,22.1000,"A nice cool night. My Moc3s were fine, this time I wore Injinji toe socks to prevent blisters between my toes.  Haven't run anything near this far since May.  I needed this.",2,Soft Star Moc3,,1504,00:09:03.959243,00:05:38.190045
9728016,http://www.dailymile.com/entries/9728016,2011-09-10 14:44:57,moc3 long run,good,02:06:00,13.2500,21.3000,Finally got back up over 30 miles per week.,1,Soft Star Moc3,,1528,00:09:30.566038,00:05:54.929577
9747168,http://www.dailymile.com/entries/9747168,2011-09-11 14:53:55,greenway and singletrack,good,00:40:00,3.0000,4.8000,Last night had a little twinge around my knee so this morning I decided to go barefoot nice and slow.  A nice relaxing run on greenways and singletrack side trails.  No kinks after.,1,Barefoot,,485,00:13:20,00:08:20
9765092,http://www.dailymile.com/entries/9765092,2011-09-12 10:24:11,early morning in the dark,blah,01:42:00,9.2100,14.8000,Time for a day off.,2,Soft Star Moc3,,1237,00:11:04.495114,00:06:53.513514
9874861,http://www.dailymile.com/entries/9874861,2011-09-17 12:54:31,greenway and singletrack,alright,00:35:00,3.0000,4.8000,"First run after being sick, the crud is still lingering.  Took it nice and easy.  Going through all of my shoes again, trying to decide on my fall racing shoes.  Today was MWU3. Considering the MWU4 which has a crazy color scheme.",1,Mizuno Wave Universe 3,,424,00:11:40,00:07:17.5
9893864,http://www.dailymile.com/entries/9893864,2011-09-18 12:37:00,greenway and singletrack,alright,00:35:00,3.0000,4.8000,Today I tested Soft Star RunAmoc DASH to compare to MWU3 on the same route.  The DASH vibram trail sole definitely has the best traction on sugary sand compared to anything else I've run in.,1,RunAmoc DASH Smooth,,424,00:11:40,00:07:17.5
17790958,http://www.dailymile.com/entries/17790958,2012-09-06 11:39:12,warmup and cooldown,good,00:35:00,3.5000,5.6000,,1,Inov-8 Bare-X 150 orange,,433,00:10:00,00:06:15
9906322,http://www.dailymile.com/entries/9906322,2011-09-18 23:28:58,barefoot pleasant evening,good,00:50:59,5.7000,9.2000,"So many carbs this weekend and leftover cookies lying around the house (not anymore), had to get out there and burn off some energy.",2,Barefoot,,606,00:08:56.666667,00:05:32.5
9976670,http://www.dailymile.com/entries/9976670,2011-09-22 01:56:23,moc3,good,00:54:36,5.9100,9.5000,Feeling much better overall.,1,Soft Star Moc3,,654,00:09:14.314721,00:05:44.842105
20400031,http://www.dailymile.com/entries/20400031,2013-01-22 16:25:30,warmup down,good,00:28:56,3.0000,4.8000,,1,Inov-8 Bare-X 150,,339,00:09:38.666667,00:06:01.666667
10904653,http://www.dailymile.com/entries/10904653,2011-11-10 11:37:30,cool and brisk,alright,00:57:09,5.9300,9.5000,Had to cut this run short. Peristalsis always wins.,1,Soft Star Moc3,,691,00:09:38.246206,00:06:00.947368
10141290,http://www.dailymile.com/entries/10141290,2011-09-30 10:11:12,Moc3 fartleks,alright,01:22:00,9.2100,14.8000,"Since my 5k time has pretty much plateaued with my training consisting of mostly slow easy mileage, it is time to increase the intensity and start doing some speed work. Three Fartleks in Moc3.  Started out great.  But... over the course of this run I got cramps in both arches, pain in my right big toe, and pain in the front of my hip that made me slow down and cut the run shorter than planned.",3,Soft Star Moc3,,994,00:08:54.201954,00:05:32.432432
15142324,http://www.dailymile.com/entries/15142324,2012-05-17 10:34:16,The Daily,alright,00:17:17,1.6600,2.7000,Need to get more sleep.,1,Barefoot,,210,00:10:24.698795,00:06:24.074074
10175526,http://www.dailymile.com/entries/10175526,2011-10-02 13:08:10,no sidewalks,good,01:09:01,8.8100,14.2000,Perfect running weather. Intense.  Achilles tendons still nagging me on these morning runs.  Altra Instincts yeah baby.,4,Altra Instinct pair2,,836,00:07:50.034052,00:04:51.619718
10212313,http://www.dailymile.com/entries/10212313,2011-10-04 02:11:56,Brywood to NW 31st Blvd (Glen Springs Rd) out and back,blah,00:42:00,4.0476,6.5000,Hard day at work.  Huge lunch.  Huge dinner with beer and ice cream for dessert.  Did some sprints but also walked some.,2,Soft Star Moc3,,509,00:10:22.591165,00:06:27.692308
10273794,http://www.dailymile.com/entries/10273794,2011-10-07 01:58:58,gentle walk and run,alright,00:36:00,3.2000,5.2000,Just getting some movement in.  Been feeling worn down this week.  Gentle run with some walking here and there.,1,Soft Star Moc3,,436,00:11:15,00:06:55.384615
10301055,http://www.dailymile.com/entries/10301055,2011-10-08 18:42:13,John Holmes trail run,alright,02:10:55,16.0000,25.8000,"John Holmes trail run 16 Miler near Brooksville, FL (Croom hiking trails).  I was 3rd overall and was top in my age group.  Improved my time by over 20 minutes compared to last year.  Wore my Altra Instincts.  Tough tough race, lots o' pain.  In not atypical fashion I went out too fast and suffered for it. The winner (also from Gainesville) was haulin' ass.",5,Altra Instinct pair2,,1576,00:08:10.9375,00:05:04.457364
10310983,http://www.dailymile.com/entries/10310983,2011-10-09 12:28:50,Rain Run,alright,00:46:00,4.0000,6.4000,"Nice easy recovery run/walk in the rain.  I like running in the rain and it has been a long time.  My legs were very crampy after yesterday's race, wanted to get them moving.  I was surprised that my Achilles Tendon didn't bother me at all when I stepped out of bed this morning!",1,Soft Star Moc3,,557,00:11:30,00:07:11.25
11724700,http://www.dailymile.com/entries/11724700,2011-12-29 14:43:30,easy run,alright,00:47:00,4.7000,7.6000,,1,Altra Adam,cold,570,00:10:00,00:06:11.052632
10410751,http://www.dailymile.com/entries/10410751,2011-10-14 14:17:47,barefoot run with work buddies,good,00:52:51,6.0000,9.7000,"One guy runs in VFF, one runs barefoot.  I ran barefoot.  Exactly what I needed.",1,Barefoot,,630,00:08:48.5,00:05:26.907216
10423627,http://www.dailymile.com/entries/10423627,2011-10-15 13:46:55,Glen Springs through Ring Park,blah,01:10:00,5.7400,9.2000,Tired.,1,Soft Star Moc3,,849,00:12:11.707317,00:07:36.521739
10486695,http://www.dailymile.com/entries/10486695,2011-10-18 13:56:45,early morning Moc3,good,01:15:00,9.1000,14.7000,"Felt pretty good, ran in my Moc3s at a pretty good pace. I slowed in the middle but then realized I was LATE and had to speed home to take the kids to school.  Hip tensors still feeling weak from the trail race.",3,Soft Star Moc3,,909,00:08:14.505495,00:05:06.122449
10539328,http://www.dailymile.com/entries/10539328,2011-10-21 02:16:36,perfect running night ruined by the devil,good,00:55:16,7.5200,12.1000,"Temps in the 50s made for a potentially perfect run. Wore my MWU3. I stopped wearing them last year since I wanted to save them for fast races. Tonight I wanted to get a good test run in them before the upcoming half marathon. Started off feeling great but after about 2 miles I began feeling pains in strange places like my calf, knees, glute/hip. Also had some serious pain in my achilles tendon for a bit. I was moving well without much effort and feeling good but I had to stop because I felt like I was on the edge of an injury. Pretty pissed I had to cut the run short. Raised heels are evil. I'm likely going 100 percent Zero Drop from now on.",3,Mizuno Wave Universe 3,,667,00:07:20.957447,00:04:34.049587
10612280,http://www.dailymile.com/entries/10612280,2011-10-25 01:18:52,First run since injurious devil,good,00:46:00,4.2000,6.8000,Nice and easy in my Moc3.  Probably would have been better if I had not been stuffed full of food and beer.,1,Soft Star Moc3,,557,00:10:57.142857,00:06:45.882353
10656420,http://www.dailymile.com/entries/10656420,2011-10-27 10:36:58,Morning Moc3 LSD,alright,01:38:00,9.1900,14.8000,,1,Soft Star Moc3,,1188,00:10:39.825898,00:06:37.297297
10674735,http://www.dailymile.com/entries/10674735,2011-10-28 13:20:22,Barefoot with work buds,good,00:53:30,6.2000,10.0000,Once again the barefoot run is just what I needed to bring everything back together.,2,,,642,00:08:37.741935,00:05:21
10704374,http://www.dailymile.com/entries/10704374,2011-10-30 15:23:39,Wandering and exploring,alright,02:00:00,11.3000,18.2000,Gotta start eating better during the weekends.  Lower legs still not feeling happy.,1,Altra Instinct pair2,,1455,00:10:37.168142,00:06:35.604396
14508670,http://www.dailymile.com/entries/14508670,2012-04-20 21:29:39,Brywood hills,alright,00:35:00,3.5791,5.8000,Morning run.,1,Soft Star Moc3,,433,00:09:46.739683,00:06:02.068966
10754851,http://www.dailymile.com/entries/10754851,2011-11-02 02:32:30,RunAmoc DASHing,alright,00:53:18,6.1500,9.9000,"Nice cool evening.  Started feeling a blister between ball of my foot and big toe, maybe leftover from my last barefoot run.  I was even wearing my Injinji socks.  Otherwise, the run went well until I bit the dust on an uneven sidewalk.",2,RunAmoc DASH Smooth,,642,00:08:40,00:05:23.030303
10773277,http://www.dailymile.com/entries/10773277,2011-11-03 01:46:46,I'm keeping the Inov-8 Bare-X 150,alright,00:38:00,4.0000,6.4000,First run in my new Inov-8 Bare-X 150 shoes. Zero-drop goodness. Firm cushion. Seems to have just enough room in the toe box. I'll be keeping them.,1,Inov-8 Bare-X 150,,460,00:09:30,00:05:56.25
10812359,http://www.dailymile.com/entries/10812359,2011-11-05 15:24:36,Perfect cool running weather ,alright,02:08:00,14.1000,22.7000,"First real test of my new Inov-8 Bare-X 150 shoes. Good shoes. They are breaking in nicely, definitely going to wear these for the half marathon next weekend. Long run round town and through campus.  Got to experience the sights and smells of Gator tailgating before the big homecoming football game.  Now, time for breakfast!",2,Inov-8 Bare-X 150,,1552,00:09:04.680851,00:05:38.325991
10869852,http://www.dailymile.com/entries/10869852,2011-11-08 16:20:54,morning run in Bare-X 150,alright,00:40:00,4.0000,6.4000,Tried again with the insoles installed. Took them out halfway through. I like them better without.,1,Inov-8 Bare-X 150,,485,00:10:00,00:06:15
10941405,http://www.dailymile.com/entries/10941405,2011-11-12 17:18:20,Tom Walker Memorial Half Marathon,good,01:29:51,13.1000,21.1000,"Really happy, huge PR at this distance. 5th overall, 2nd in my age group.  Inov-8 Bare-X 150 shoes are great for racing.  Stomach woes stayed away, but I think my energy stores were low due to issues the past two days.  Did my best to keep up on the gatorade. I really need to learn how to drink out of a paper cup and not slop it all over myself or half-drown myself.  I dressed perfectly for the cold morning, shedding my jacket after the first mile. The temps probably went up 15 degrees during the race.  Got a great t-shirt and the age group award was an awesome Florida Track Club pint glass. Cheers! Splits look pretty good: 13:17 (2-mile), 7:00, 6:48, 6:57, 6:57, 6:53, 6:35, 6:43, 6:57, 7:20 (hills! hurt!), 6:53, 6:45, 0:43",5,Inov-8 Bare-X 150,,1079,00:06:51.526718,00:04:15.49763
11024604,http://www.dailymile.com/entries/11024604,2011-11-17 03:46:12,University Ave 6mi loop,good,00:58:00,6.2400,10.0000,WARM.  Had a headache all day.  I think I had too many carbs yesterday.  Felt good to get a run in despite the heat.,1,Soft Star Moc3,,703,00:09:17.692308,00:05:48
11073570,http://www.dailymile.com/entries/11073570,2011-11-20 13:54:54,Glen Springs Rd. Loop,alright,01:02:30,6.1600,9.9000,This was supposed to be LSD but I just wasn't feeling it today so I did not run very long.,2,Soft Star Moc3,,752,00:10:08.766234,00:06:18.787879
11109341,http://www.dailymile.com/entries/11109341,2011-11-22 11:45:10,Moc3 but bleh,blah,01:24:47,8.8700,14.3000,Nothing interesting to report.,1,Soft Star Moc3,,1018,00:09:33.506201,00:05:55.734266
11964289,http://www.dailymile.com/entries/11964289,2012-01-08 14:57:38,Brywood to NW 31st Blvd (Glen Springs Rd) out and back,good,00:29:44,4.0476,6.5000,Soft Star Moc3 are still my favorite minimalist shoes.  It was cold this morning so I started running fast to get warmed up quickly and then decided not to slow down. lt feels good not to have any funny aches during and after a run.,2,Soft Star Moc3,cold,351,00:07:20.755015,00:04:34.461538
11146675,http://www.dailymile.com/entries/11146675,2011-11-24 16:49:24,Gainesville Turkey Trot 10k,alright,00:40:27,6.2000,10.0000,"Course was great, well-marked with lots of grass like a Cross Country course.  The excitement got to me and I went out too fast, I was way ahead of my breathing and hurting for most of the race.  Wore my Soft Star RunAmoc Smooth moccasins.  They were awesome on the grassy and trail sections, did fine on the road sections.  One thing I didn't like about the course is that we caught up to the slow walkers with their strollers and kids, so I had to weave and dodge in the last mile to avoid plowing through some people or running over the little ones who stopped right in front of me to pick something up off the trail.  Lots of good runners there today, luckily overall awards went 3-deep so I managed to win my age group. Official time 40:27. Mile splits:  6:08, 6:27, 6:43, 6:47, 6:32, 6:36.",5,RunAmoc DASH Smooth,,485,00:06:31.451613,00:04:02.7
11173135,http://www.dailymile.com/entries/11173135,2011-11-26 05:00:00,First run in Altra Adams,good,01:23:00,8.8100,14.2000,Altra Adam is a great addition to my minimalist shoe arsenal.  Ground feel is about the same as VFF but no toe pockets.  Saw a river otter on this run.,2,Altra Adam,,1006,00:09:25.266742,00:05:50.704225
11173256,http://www.dailymile.com/entries/11173256,2011-11-26 05:00:00,First run in Altra Lone Peak trail shoes,good,00:47:00,4.7500,7.6000,First run in Altra Lone Peak trail shoes. These are serious shoes!  Someone ship me some mountains so I can take advantage of these shoes!,2,Altra Lone Peak,,570,00:09:53.684211,00:06:11.052632
11189226,http://www.dailymile.com/entries/11189226,2011-11-27 14:18:39,39th Ave Loop,good,01:08:00,7.2500,11.7000,Beautiful day for a barefoot run!,2,Barefoot,,824,00:09:22.758621,00:05:48.717949
11255845,http://www.dailymile.com/entries/11255845,2011-11-30 23:27:12,Swamp stadium roundtrip,,00:40:00,4.0600,6.5000,New pair of black Altra Instincts. Awesome!,1,Altra Instinct Black,,485,00:09:51.133005,00:06:09.230769
11282653,http://www.dailymile.com/entries/11282653,2011-12-02 11:10:23,39th Ave Loop,good,01:05:55,7.2500,11.7000,"Brisk morning with cool, clear skies. Lots of stars.  Quads still sore from Wednesday's stadium stairs but overall a nice run in my Moc3s.",1,Soft Star Moc3,,788,00:09:05.517241,00:05:38.034188
11313353,http://www.dailymile.com/entries/11313353,2011-12-04 13:38:08,no sidewalks,blah,01:28:00,8.8100,14.2000,meh,1,Altra Instinct Black,,1067,00:09:59.318956,00:06:11.830986
11367653,http://www.dailymile.com/entries/11367653,2011-12-07 11:24:01,39th Ave Loop,alright,01:05:14,7.2500,11.7000,,1,Soft Star Moc3,,788,00:08:59.862069,00:05:34.529915
11469189,http://www.dailymile.com/entries/11469189,2011-12-13 02:37:36,Brywood to NW 31st Blvd (Glen Springs Rd) out and back,alright,00:33:16,4.0476,6.5000,"Stayed close to home, ran for the first time with phone and pager.  I'm in the middle of my first week of being on-call at my new job (I'm on a team of system administrators).  Had a rough weekend, very little sleep.  Re-used an old mp3 player arm band for the pager, but splurged on an android-friendly arm band for the phone. Wore my VFF for the first time in a while since it was wet and yucky out.",2,VFF Bikila,,400,00:08:13.131732,00:05:07.076923
19233323,http://www.dailymile.com/entries/19233323,2012-11-20 11:36:39,morning,blah,01:00:00,5.6000,9.0000,Creaky legs.,1,Soft Star Moc3,,727,00:10:42.857143,00:06:40
11518384,http://www.dailymile.com/entries/11518384,2011-12-16 01:27:55,39th Ave Loop,good,01:00:37,7.2500,11.7000,"I was excited about this run. I went off-call at 5pm, pager OFF!  Still didn't get out the door to run until after dark, but that's why I wear my Soft Star Moc3s.",1,Soft Star Moc3,,727,00:08:21.655172,00:05:10.854701
11518463,http://www.dailymile.com/entries/11518463,2011-12-16 01:34:03,8th Ave short flat,alright,00:43:47,4.3000,6.9000,Just wanted to get some more miles in... this time in my Instincts.,1,Altra Instinct Black,,521,00:10:10.930233,00:06:20.724638
11560999,http://www.dailymile.com/entries/11560999,2011-12-18 23:56:38,Barefoot Treadmill,good,00:40:00,3.0000,4.8000,"It was a nice treadmill for running barefoot, I didn't get hot feet like I have heard happens sometimes.  Seems like the treadmill may have been lying about the distance, although I did have the incline cranked up the whole time.  Did some fartleks by cranking the speed up a few times.",2,Barefoot,,485,00:13:20,00:08:20
11569523,http://www.dailymile.com/entries/11569523,2011-12-19 16:18:59,exploring in Altra Adams,good,01:29:27,9.3100,15.0000,Nice little run in Altra Adams before breakfast. Ran in socks and without the insoles which seems to make them the most comfortable for running.,1,Altra Adam,,1079,00:09:36.476907,00:05:57.8
11594792,http://www.dailymile.com/entries/11594792,2011-12-20 21:57:48,Moc3 run,alright,01:08:00,7.0000,11.3000,,1,Soft Star Moc3,,824,00:09:42.857143,00:06:01.061947
26579026,http://www.dailymile.com/entries/26579026,2013-12-29 16:56:58,out and back,good,00:27:24,3.4400,5.5000,"Yay, something resembling a decent pace.",3,,,334,00:07:57.906977,00:04:58.909091
11628810,http://www.dailymile.com/entries/11628810,2011-12-23 00:06:41,very slow,blah,00:25:00,2.2000,3.5000,Not feeling great the past few days.  Just wanted to get out a little to get the blood flowing.,1,Altra Adam,,303,00:11:21.818182,00:07:08.571429
11636265,http://www.dailymile.com/entries/11636265,2011-12-23 15:15:36,another Altra Adam run,good,00:46:42,5.6000,9.0000,The more I run in my Altra Adams the more I like them.,2,Altra Adam,,557,00:08:20.357143,00:05:11.333333
11651408,http://www.dailymile.com/entries/11651408,2011-12-24 16:37:22,Altra Adams yet again,good,00:55:00,6.0000,9.7000,Altra Adams again.  Holiday vacation is nice.,1,Altra Adam,,667,00:09:10,00:05:40.206186
11672659,http://www.dailymile.com/entries/11672659,2011-12-26 16:08:17,around,blah,00:45:50,4.2000,6.8000,Been fighting some kind of virus all week.,1,Altra Adam,,545,00:10:54.761905,00:06:44.411765
15942101,http://www.dailymile.com/entries/15942101,2012-06-20 01:43:46,same as last night,alright,00:46:54,4.8000,7.7000,Just trying to get through another on-call week.  These seem to sap my energy.,2,Altra Instinct Black,,569,00:09:46.25,00:06:05.454545
11697994,http://www.dailymile.com/entries/11697994,2011-12-28 00:49:27,Barton Creek Greenbelt,good,02:10:00,11.6000,18.7000,A rocky trail worthy of my Altra Lone Peaks.  Really glad I had a rock plate.  Not exactly sure of the distance... the gps app on my phone quit tracking whenever I stopped to take a photo.  Survived with just carrying water but kinda wish I had packed some calories.  Fun day!,2,Altra Lone Peak,,1576,00:11:12.413793,00:06:57.112299
11787636,http://www.dailymile.com/entries/11787636,2012-01-01 19:57:36,San Felasco,,01:14:50,7.0000,11.3000,It feels like a long time since I have run at San Felasco. Decided to wear my Altra Lone Peak trail shoes. Ran the blue loop with a diversion along the dirt roads under the power lines and along the outside perimeter of the park.  These were a nice find since they actually have some hills. Not sure of distance.,2,Altra Lone Peak,,897,00:10:41.428571,00:06:37.345133
11940624,http://www.dailymile.com/entries/11940624,2012-01-07 16:25:08,no sidewalks,blah,01:22:00,8.8100,14.2000,"Felt pretty low towards the end. Clearly still recovering from holiday carb overload and the first week back at work, need to get back on the fat burning train and get more sleep. I kept the insoles in my Instincts, thinking that maybe they will last longer that way.  But I don't like them as much with the soft insole and I tend to feel pains further up the legs and even my feet don't feel as good.",1,Altra Instinct Black,,994,00:09:18.4563,00:05:46.478873
12011610,http://www.dailymile.com/entries/12011610,2012-01-10 03:29:20,Nice cool evening,,01:49:29,12.8800,20.7000,"Crashed and burned pretty hard on the last two miles, but glad I got in some good distance tonight with such perfect weather.",3,Altra Instinct Black,,1322,00:08:30.015528,00:05:17.342995
12140622,http://www.dailymile.com/entries/12140622,2012-01-14 21:21:51,Brywood hills,alright,00:31:42,3.5000,5.6000,The warmup.,2,Inov-8 Bare-X 150,,376,00:09:03.428571,00:05:39.642857
12141709,http://www.dailymile.com/entries/12141709,2012-01-14 22:06:23,one-third mile hill repeats,,00:20:37,2.0000,3.2000,"The Workout.  4 x hill repeats.  1:54, 2:02, 1:56, 1:57.  These are actually as fast or faster than the last time I did this workout, although I only did four today.",4,Altra Instinct Black,,242,00:10:18.5,00:06:26.5625
12163543,http://www.dailymile.com/entries/12163543,2012-01-15 21:13:43,Barefoot!,good,00:30:29,4.0000,6.4000,I had to run barefoot on such a nice day!,3,Barefoot,,363,00:07:37.25,00:04:45.78125
12234457,http://www.dailymile.com/entries/12234457,2012-01-18 11:45:57,Hills,good,00:44:00,5.0000,8.1000,VFF run.  Hills good.,2,VFF Bikila,,533,00:08:48,00:05:25.925926
12285740,http://www.dailymile.com/entries/12285740,2012-01-20 13:06:46,cold morning run,tired,01:04:00,7.3100,11.8000,Tried to go easy but decided to cut it short anyway. I donated blood late yesterday afternoon and now feeling a little low on energy.,2,Altra Instinct Black,,776,00:08:45.307798,00:05:25.423729
12326310,http://www.dailymile.com/entries/12326310,2012-01-22 13:38:31,good morning,,00:57:00,7.4700,12.0000,Perfect weather for running!  Didn't feel like I was working hard at all. My Moc3s are still doing great.,2,Soft Star Moc3,,691,00:07:37.831325,00:04:45
12534715,http://www.dailymile.com/entries/12534715,2012-01-27 17:00:00,work buddy run,good,00:40:00,4.0000,6.4000,,,Soft Star Moc3,,485,00:10:00,00:06:15
12634173,http://www.dailymile.com/entries/12634173,2012-02-03 03:24:56,busted ribs suck,injured,00:23:46,2.3400,3.8000,Busted ribs suck. They are definitely healing up but still not quite ready.  The pain was bad enough that I decided to turn around and head for home after about a mile.  It's a drag this happened during prime training / racing season.,2,Soft Star Moc3,,278,00:10:09.401709,00:06:15.263158
14529518,http://www.dailymile.com/entries/14529518,2012-04-21 20:28:05,8th Ave short flat,good,00:36:27,4.3000,6.9000,Barefoot.,2,Barefoot,,446,00:08:28.604651,00:05:16.956522
12670473,http://www.dailymile.com/entries/12670473,2012-02-04 21:06:30,LSD barefoot,alright,01:30:00,8.6600,13.9000,"With this run I passed 200 miles barefoot.  Powered by kid's birthday cake, tried to get moving before the sugar coma set in. My ribs are finally healed enough I could run (slowly).  Going barefoot helped reduce the jarring, too.  Felt pretty warm today.  Longest barefoot run in a while.",2,Barefoot,,1091,00:10:23.556582,00:06:28.489209
12783050,http://www.dailymile.com/entries/12783050,2012-02-09 11:40:45,short,injured,00:16:30,1.2700,2.0000,"Ankle and top of my foot near the ankle hurting after my last run.  I must have been compensating and goofing my form due to the pain in my ribs.  Should have run shorter last time.  Will need to be careful with this and ease back into it slowly. On the bright side, the ribs are healing nicely, I'm able to do some upper body strengthening again.",1,Altra Instinct Black,,194,00:12:59.527559,00:08:15
12911884,http://www.dailymile.com/entries/12911884,2012-02-15 02:37:44,39th Ave Loop,good,01:04:20,7.2500,11.7000,"Hurray for running!  Only felt a tiny soreness in the ribs during the last mile or so, about the same time I started feeling a twinge in my foot.  Shuffled in the last bit just to be safe and keep the foot issue in check but really glad to have a decent run under my belt.",2,VFF Bikila,,776,00:08:52.413793,00:05:29.91453
12985205,http://www.dailymile.com/entries/12985205,2012-02-18 15:15:56,San Felasco powerline roads,good,01:57:10,11.2000,18.0000,"Ran the powerline and park border trails.  There are some nice hills on the powerline trails. I got turned around trying to get back to the trail head, everything crosses at strange angles, so I ran a little further than I wanted to.  Used Runstar free on my phone to get GPS distance.",2,Altra Lone Peak,,1419,00:10:27.678571,00:06:30.555556
